References,ID,Phylum,Class,Order,Family,Genus,Species,Habitat,Temp,Volume,Growth,Lat,Lon
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,194.1,1.0371,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,194.1,1.0747,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.0733,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.0829,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.1121,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-2,235.2,0,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.2274,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.1593,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.3217,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,138.5,1.4641,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,138.5,1.5068,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,138.5,1.5946,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,171.1,1.7143,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,171.1,1.6582,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,171.1,1.6404,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,27,171.1,1.4658,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,27,171.1,1.4189,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,27,171.1,1.423,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,27,171.1,1.4382,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,30,171.1,0,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,202.7,0.7944,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,202.7,0.8158,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,202.7,0.7257,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,202.7,1.1037,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,202.7,0.9296,41.47,-71.39
Anderson and Rynearson (2020),531,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,202.7,1.0344,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.141,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.1286,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.2461,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.244,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.2742,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,235.2,1.4426,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,235.2,1.4167,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,235.2,1.4599,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,235.2,1.2801,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,235.2,1.444,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,235.2,1.3322,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,30,235.2,0,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.6501,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.8322,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.6745,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.9077,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.9894,41.47,-71.39
Anderson and Rynearson (2020),532,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.8966,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.1307,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.1045,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.1482,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-2,235.2,0,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.4742,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.3726,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.3944,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,235.2,1.4123,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,235.2,1.4334,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,235.2,1.4281,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,30,235.2,0,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.7423,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.7773,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.7512,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,1.1086,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,1.0865,41.47,-71.39
Anderson and Rynearson (2020),533,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,1.0815,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.0964,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.0166,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.0918,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.3615,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.4869,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.3407,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,235.2,1.6588,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,235.2,1.6498,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,235.2,1.6926,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,235.2,1.5669,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,235.2,1.6196,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,235.2,1.6119,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,30,235.2,1.241,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,30,235.2,1.2575,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,32,235.2,0,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.7823,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.6871,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.6473,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,1.1597,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.9562,41.47,-71.39
Anderson and Rynearson (2020),534,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,1.1073,41.47,-71.39
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,15,56.5,1.3143,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,15,56.5,1.2733,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,15,56.5,1.2337,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,22,56.5,1.9866,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,22,56.5,1.7656,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,22,56.5,1.7261,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,30,56.5,1.1973,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,30,56.5,1.305,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,30,56.5,1.429,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,35,56.5,0,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,4,56.5,0,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,9,56.5,0.6801,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,9,56.5,0.6468,41.566,-70.5842
Anderson and Rynearson (2020),535,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,Marine,9,56.5,0.6866,41.566,-70.5842
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,15,67.27,1.7322,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,15,67.27,1.7433,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,15,65.80,1.6956,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,22,65.8,1.9453,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,22,65.8,1.951,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,22,65.8,1.9605,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,25,65.8,1.8684,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,25,65.8,1.9129,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,25,65.8,1.8464,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,30,116.6,1.8317,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,30,116.6,1.7974,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,30,116.6,1.7661,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,35,116.6,0,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,4,71.9,0,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,9,71.9,0.9835,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,9,71.9,1.0362,40.9,14.15
Anderson and Rynearson (2020),536,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,9,71.9,0.9835,40.9,14.15
Anderson and Rynearson (2020),537,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,15,68.78,1.1879,41.47,-71.39
Anderson and Rynearson (2020),537,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,15,68.78,1.2852,41.47,-71.39
Anderson and Rynearson (2020),537,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,15,68.78,1.2272,41.47,-71.39
Anderson and Rynearson (2020),537,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum,Marine,22,65.8,2.0546,41.47,-71.39
